,Type,Rating,Effects,thc_max,cbd_max,high_thc,balanced,high_cbd,Focused,Giggly,Creative,Uplifted,Talkative,Happy,Energetic,Euphoric,Tingly,None,Relaxed,Hungry,Sleepy,Aroused,sativa,indica,hybrid
296,indica,4.5,"['Relaxed', 'Sleepy', 'Euphoric', 'Happy', 'Hungry']",23.90565789473684,0.20993499999999995,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0
884,indica,4.4,"['Relaxed', 'Happy', 'Euphoric', 'Sleepy', 'Uplifted']",29.146437480314944,0.15890901574803143,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
383,indica,4.6,"['Relaxed', 'Happy', 'Tingly', 'Sleepy', 'Aroused']",31.16210571428571,0.2729714285714286,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0
24,indica,4.1,"['Relaxed', 'Sleepy', 'Happy', 'Hungry', 'Euphoric']",30.07221062025316,0.5695664746835447,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0
1162,indica,4.5,"['Relaxed', 'Uplifted', 'Happy', 'Focused', 'Sleepy']",11.860056321839082,13.473002528735634,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
147,indica,4.4,"['Euphoric', 'Relaxed', 'Happy', 'Sleepy', 'Talkative']",19.90369,0.04659083333333334,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0
214,indica,4.3,"['Relaxed', 'Happy', 'Sleepy', 'Euphoric', 'Hungry']",24.39843414533204,0.2702886390760345,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0
421,indica,4.1,"['Euphoric', 'Aroused', 'Focused', 'Tingly', 'Giggly']",33.78056679245283,0.22189660377358486,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
117,indica,4.5,"['Relaxed', 'Happy', 'Euphoric', 'Tingly', 'Sleepy']",19.52311,0.11730120000000001,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0
904,indica,4.2,"['Relaxed', 'Uplifted', 'Sleepy', 'Happy', 'Euphoric']",26.850388394160568,0.6457998832116789,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
1228,indica,4.1,"['Relaxed', 'Happy', 'Uplifted', 'Hungry', 'Giggly']",26.248148076923073,0.3326346153846154,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
760,indica,5.0,"['Relaxed', 'Sleepy', 'Tingly', 'Euphoric', 'Focused']",23.838009750000005,0.19013575,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0
1257,indica,4.2,"['Relaxed', 'Sleepy', 'Happy', 'Uplifted', 'Euphoric']",10.334777500000001,6.9312249999999995,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
223,indica,4.5,"['Relaxed', 'Happy', 'Euphoric', 'Uplifted', 'Hungry']",22.436390000000003,0.22021428070175433,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0
31,indica,4.3,"['Relaxed', 'Happy', 'Sleepy', 'Giggly', 'Uplifted']",25.878978861538464,0.39251713406593425,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
1282,indica,4.2,"['Relaxed', 'Happy', 'Euphoric', 'Uplifted', 'Sleepy']",28.767545788888885,0.19134203888888895,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
891,indica,4.2,"['Relaxed', 'Happy', 'Creative', 'Focused', 'Sleepy']",21.47789214285714,0.10811960714285715,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
3,indica,4.4,"['Relaxed', 'Tingly', 'Happy', 'Euphoric', 'Uplifted']",16.852255454545457,0.042518181818181816,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0
1301,indica,4.5,"['Relaxed', 'Sleepy', 'Euphoric', 'Happy', 'Uplifted']",27.985972444444442,1.412888888888889,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
355,indica,4.4,"['Relaxed', 'Sleepy', 'Happy', 'Hungry', 'Euphoric']",23.388553909090913,0.22658892727272734,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0
736,indica,4.4,"['Relaxed', 'Sleepy', 'Euphoric', 'Happy', 'Hungry']",39.13978,0.34303,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0
872,indica,4.0,"['Sleepy', 'Uplifted', 'Aroused', 'Tingly', 'Euphoric']",25.167771923076927,0.49626923076923074,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0
332,indica,4.2,"['Relaxed', 'Happy', 'Uplifted', 'Euphoric', 'Sleepy']",17.17065111111111,0.09365500000000002,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
1298,indica,4.3,"['Relaxed', 'Happy', 'Euphoric', 'Sleepy', 'Hungry']",30.973240000000008,0.6306907692307693,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0
570,indica,4.2,"['Relaxed', 'Happy', 'Sleepy', 'Hungry', 'Tingly']",18.031482258064514,0.15595632258064518,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0
852,indica,4.4,"['Relaxed', 'Sleepy', 'Euphoric', 'Happy', 'Focused']",25.316633928571434,0.192475,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
152,indica,4.3,"['Relaxed', 'Euphoric', 'Focused', 'Creative', 'Sleepy']",12.735544545454545,17.48773060606061,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
761,indica,4.6,"['Relaxed', 'Happy', 'Sleepy', 'Euphoric', 'Hungry']",29.84940130434783,0.29933795652173917,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0
360,indica,3.9,"['Happy', 'Talkative', 'Uplifted', 'Giggly', 'Relaxed']",17.899413,0.22000000000000003,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0
354,indica,4.6,"['Relaxed', 'Sleepy', 'Euphoric', 'Happy', 'Uplifted']",23.82620263157895,0.2441565789473684,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
1090,indica,4.6,"['Relaxed', 'Sleepy', 'Happy', 'Euphoric', 'Uplifted']",25.13046111111111,0.19974444444444442,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
479,indica,4.6,"['Relaxed', 'Sleepy', 'Happy', 'Euphoric', 'Hungry']",24.649676875,0.13126000000000002,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0
437,indica,4.6,"['Happy', 'Relaxed', 'Creative', 'Hungry', 'Euphoric']",12.388588333333333,0.13767500000000002,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0
1243,indica,4.3,"['Relaxed', 'Sleepy', 'Happy', 'Euphoric', 'Uplifted']",15.372251818181816,1.7037272727272728,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
143,indica,4.3,"['Relaxed', 'Happy', 'Euphoric', 'Sleepy', 'Hungry']",24.046388623563217,0.33106066379310367,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0
220,indica,4.3,"['Relaxed', 'Happy', 'Sleepy', 'Uplifted', 'Talkative']",24.99900936170213,0.2016063829787234,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0
63,indica,5.0,"['Happy', 'Relaxed', 'Uplifted', 'Sleepy', 'Euphoric']",67.27,0.26,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
234,indica,4.5,"['Relaxed', 'Tingly', 'Happy', 'Sleepy', 'Euphoric']",22.31944,8.251940000000001,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0
1247,indica,4.4,"['Relaxed', 'Euphoric', 'Hungry', 'Happy', 'Talkative']",35.179544158974366,0.3496421025641028,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0
457,indica,5.0,['None'],22.673048787878788,0.12888333333333332,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
529,indica,4.2,"['Happy', 'Relaxed', 'Sleepy', 'Euphoric']",57.475705000000005,0.96,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
57,indica,4.6,"['Relaxed', 'Creative', 'Focused', 'Euphoric', 'Aroused']",19.037816666666668,0.42344916666666665,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
507,indica,4.6,"['Sleepy', 'Relaxed', 'Hungry', 'Tingly', 'Uplifted']",26.596057613636354,0.2297718863636364,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0
124,indica,4.8,"['Relaxed', 'Happy', 'Uplifted', 'Sleepy', 'Euphoric']",26.668428181818186,0.24323272727272724,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
994,indica,4.4,"['Relaxed', 'Happy', 'Uplifted', 'Aroused', 'Sleepy']",48.173337499999995,0.1675,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0
1085,indica,4.6,"['Relaxed', 'Euphoric', 'Hungry', 'Sleepy', 'Uplifted']",12.696089999999998,0.1049245,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
208,indica,5.0,"['Sleepy', 'Relaxed', 'Hungry', 'Happy', 'Euphoric']",21.384999999999998,0.19,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0
1223,indica,3.0,"['Uplifted', 'Focused', 'Sleepy', 'Relaxed', 'Tingly']",25.7863675,0.51364775,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
109,indica,4.4,"['Relaxed', 'Uplifted', 'Happy', 'Giggly', 'Euphoric']",28.253662473053893,0.4059244071856288,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
729,indica,4.3,"['Relaxed', 'Happy', 'Euphoric', 'Sleepy', 'Uplifted']",24.548874670694865,0.2659253927492446,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
505,indica,4.3,"['Happy', 'Uplifted', 'Talkative', 'Hungry', 'Energetic']",21.854102333333334,10.312033333333334,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
89,indica,5.0,"['Relaxed', 'Sleepy', 'Euphoric', 'Hungry', 'Happy']",25.28390909090909,0.047836363636363635,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0
470,indica,4.4,"['Relaxed', 'Uplifted', 'Happy', 'Tingly', 'Energetic']",47.286804799999985,0.4131916,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0
380,indica,4.6,"['Sleepy', 'Happy', 'Euphoric', 'Relaxed', 'Focused']",60.4,2.8,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
931,indica,4.2,"['Relaxed', 'Happy', 'Euphoric', 'Tingly', 'Sleepy']",28.329919999999998,0.2706552941176471,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0
838,indica,5.0,"['Relaxed', 'Happy', 'Sleepy', 'Euphoric', 'Uplifted']",28.369535941176476,0.13117647058823528,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
224,indica,4.3,"['Relaxed', 'Sleepy', 'Uplifted', 'Happy', 'Euphoric']",22.537211333333335,0.9211000000000001,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
322,indica,4.5,"['Relaxed', 'Happy', 'Euphoric', 'Hungry', 'Sleepy']",26.144987881355945,0.2966570423728815,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0
93,indica,4.4,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']",26.910598214477247,0.2718396621983915,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
1125,indica,4.5,"['Tingly', 'Euphoric', 'Relaxed', 'Happy', 'Sleepy']",41.946009117647066,0.5804927058823529,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0
886,indica,4.3,"['Relaxed', 'Sleepy', 'Happy', 'Euphoric', 'Hungry']",19.11153333333333,0.17923333333333336,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0
1296,indica,4.7,"['Euphoric', 'Happy', 'Relaxed', 'Tingly', 'Uplifted']",26.65421111111111,0.18514444444444444,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0
215,indica,4.3,"['Happy', 'Relaxed', 'Sleepy', 'Euphoric', 'Uplifted']",30.09814,0.385,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
992,indica,4.5,"['Relaxed', 'Happy', 'Euphoric', 'Uplifted', 'Sleepy']",21.832562142857142,0.131325,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
436,indica,4.6,"['Happy', 'Relaxed', 'Euphoric', 'Uplifted', 'Creative']",20.35958233333333,0.1485442647058824,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0
10,indica,4.7,"['Relaxed', 'Euphoric', 'Happy', 'Hungry', 'Uplifted']",24.44218543478261,0.2118260869565217,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0
122,indica,4.7,"['Relaxed', 'Happy', 'Euphoric', 'Uplifted', 'Creative']",14.536364,0.0955614285714286,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0
1269,indica,4.7,"['Relaxed', 'Sleepy', 'Happy', 'Euphoric', 'Hungry']",33.70870818181819,0.1001125,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0
803,indica,4.2,"['Relaxed', 'Happy', 'Sleepy', 'Euphoric', 'Hungry']",20.863604,0.07430800000000003,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0
747,indica,4.8,"['Relaxed', 'Euphoric', 'Sleepy', 'Happy', 'Uplifted']",33.836822727272725,0.14726757575757576,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
1208,indica,4.5,"['Happy', 'Relaxed', 'Sleepy', 'Euphoric', 'Creative']",20.089088750000002,1.4732499999999997,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0
518,indica,4.2,"['Uplifted', 'Happy', 'Focused', 'Energetic', 'Relaxed']",24.592957272727276,0.2058636363636364,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
925,indica,4.4,"['Focused', 'Relaxed', 'Euphoric', 'Happy', 'Uplifted']",24.06123642261906,0.338515994047619,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
8,indica,4.7,"['Relaxed', 'Happy', 'Euphoric', 'Giggly', 'Sleepy']",18.876028333333334,0.07833333333333332,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
43,indica,4.2,"['Relaxed', 'Euphoric', 'Happy', 'Tingly', 'Uplifted']",31.033409069364154,0.21248399999999995,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0
626,indica,4.4,"['Euphoric', 'Happy', 'Uplifted', 'Relaxed', 'Creative']",22.809998518518523,0.2468533333333333,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0
824,indica,4.1,"['Relaxed', 'Happy', 'Euphoric', 'Sleepy', 'Hungry']",27.663555663745868,0.43050360021905815,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0
896,indica,4.5,"['Relaxed', 'Sleepy', 'Happy', 'Giggly', 'Tingly']",33.25434839046198,0.3571541482861418,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
168,indica,4.2,"['Happy', 'Relaxed', 'Giggly', 'Energetic', 'Sleepy']",22.93489970588236,0.45588223529411764,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0
807,indica,4.3,"['Happy', 'Relaxed', 'Focused', 'Sleepy', 'Giggly']",19.78,0.0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
947,indica,4.4,"['Relaxed', 'Sleepy', 'Happy', 'Euphoric', 'Uplifted']",22.570208048543698,0.28949322718446635,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
339,indica,4.2,"['Relaxed', 'Sleepy', 'Happy', 'Uplifted', 'Euphoric']",28.794362612244896,0.24525034693877557,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
274,indica,4.4,"['Relaxed', 'Euphoric', 'Sleepy', 'Happy', 'Hungry']",24.569078800000007,0.33641792000000004,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0
767,indica,3.9,"['Relaxed', 'Creative', 'Sleepy', 'Giggly', 'Euphoric']",16.407201999999998,0.14279999999999998,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
1053,indica,4.5,"['Happy', 'Euphoric', 'Uplifted', 'Relaxed', 'Sleepy']",22.339419433962263,0.14288920754716983,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
363,indica,3.9,"['Relaxed', 'Happy', 'Euphoric', 'Sleepy', 'Tingly']",22.768965576923073,0.3040807564102564,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0
716,indica,4.6,"['Relaxed', 'Uplifted', 'Focused', 'Euphoric', 'Happy']",20.258805714285717,0.08684057142857142,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
528,indica,4.3,"['Sleepy', 'Euphoric', 'Relaxed', 'Aroused', 'Happy']",21.865826875,0.25769625,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0
977,indica,4.2,"['Euphoric', 'Happy', 'Relaxed', 'Sleepy', 'Uplifted']",25.171,0.5,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
1222,indica,4.4,"['Relaxed', 'Euphoric', 'Happy', 'Sleepy', 'Creative']",28.121922839506162,0.3103828024691358,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0
1237,indica,4.3,"['Relaxed', 'Happy', 'Sleepy', 'Euphoric', 'Hungry']",26.455849330357147,0.30841883928571423,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0
785,indica,4.4,"['Relaxed', 'Happy', 'Creative', 'Uplifted', 'Focused']",12.172438771929826,9.774117719298243,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0
217,indica,3.8,"['Relaxed', 'Hungry', 'Sleepy', 'Tingly', 'Talkative']",20.1205,0.066925,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0
805,indica,4.4,"['Relaxed', 'Happy', 'Euphoric', 'Uplifted', 'Creative']",20.2954655522388,0.37530990671641773,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0
345,indica,4.5,"['Aroused', 'Relaxed', 'Uplifted', 'Giggly', 'Happy']",24.32314285714286,0.1465061904761905,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
41,indica,5.0,"['Relaxed', 'Sleepy', 'Euphoric', 'Happy', 'Uplifted']",24.949573333333333,0.14733666666666664,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
176,indica,4.3,"['Uplifted', 'Relaxed', 'Euphoric', 'Happy', 'Creative']",22.265088000000002,0.25724,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0
474,indica,4.5,"['Hungry', 'Euphoric', 'Relaxed', 'Happy', 'Sleepy']",19.7924,0.4631,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0
17,indica,4.5,"['Relaxed', 'Euphoric', 'Sleepy', 'Happy', 'Giggly']",20.521775365853657,0.2863441219512195,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
45,indica,4.6,"['Relaxed', 'Happy', 'Euphoric', 'Uplifted', 'Hungry']",24.543626060606062,0.17457269696969696,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0
429,indica,4.8,"['Relaxed', 'Sleepy', 'Euphoric', 'Tingly', 'Happy']",29.15092857142856,0.1962394285714286,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0
1141,indica,4.5,"['Happy', 'Relaxed', 'Sleepy', 'Euphoric', 'Giggly']",30.129653570512783,1.1286274807692314,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
1116,indica,4.8,"['Euphoric', 'Relaxed', 'Happy', 'Focused', 'Uplifted']",24.721955172413793,0.27080344827586206,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
420,indica,4.7,"['Relaxed', 'Sleepy', 'Happy', 'Euphoric', 'Uplifted']",44.903131666666674,0.499476625,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
1265,indica,4.2,"['Relaxed', 'Happy', 'Hungry', 'Euphoric', 'Uplifted']",33.961465000000004,0.13977666666666666,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0
928,indica,4.5,"['Relaxed', 'Happy', 'Tingly', 'Euphoric', 'Uplifted']",16.340957777777778,0.0664288888888889,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0
1259,indica,4.1,"['Relaxed', 'Happy', 'Uplifted', 'Sleepy', 'Euphoric']",18.72142714285714,0.07763428571428574,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
935,indica,4.4,"['Relaxed', 'Sleepy', 'Happy', 'Creative', 'Euphoric']",55.7223525,0.802455,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0
163,indica,4.5,"['Relaxed', 'Euphoric', 'Happy', 'Tingly', 'Uplifted']",17.1261,0.2,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0
226,indica,4.9,"['Relaxed', 'Sleepy', 'Happy', 'Euphoric', 'Uplifted']",77.11666666666667,0.19166666666666665,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
915,indica,4.3,"['Happy', 'Relaxed', 'Sleepy', 'Hungry', 'Giggly']",20.85335,0.1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0
955,indica,4.5,"['Relaxed', 'Sleepy', 'Uplifted', 'Happy', 'Euphoric']",22.631514764705884,0.17071764705882359,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
909,indica,4.2,"['Relaxed', 'Happy', 'Sleepy', 'Euphoric', 'Creative']",19.19909166666667,0.13166666666666668,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0
478,indica,4.6,"['Relaxed', 'Happy', 'Hungry', 'Sleepy', 'Euphoric']",20.115454399999994,0.14390800000000004,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0
343,indica,4.8,"['Relaxed', 'Happy', 'Euphoric', 'Tingly', 'Uplifted']",19.039415,0.1875,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0
42,indica,4.3,"['Relaxed', 'Sleepy', 'Happy', 'Euphoric', 'Uplifted']",23.56190855555556,0.41048395555555556,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
1113,indica,4.5,"['Relaxed', 'Euphoric', 'Happy', 'Sleepy', 'Uplifted']",20.6147498,0.16037970000000001,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
62,indica,4.1,"['Hungry', 'Sleepy', 'Relaxed', 'Happy', 'Euphoric']",15.056435,0.2577,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0
510,indica,4.8,"['Relaxed', 'Sleepy', 'Euphoric', 'Happy', 'Aroused']",15.22284,0.131673,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0
1123,indica,4.1,"['Relaxed', 'Giggly', 'Sleepy', 'Happy', 'Creative']",15.743866666666667,0.13928666666666667,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
1039,indica,4.3,"['Relaxed', 'Happy', 'Euphoric', 'Hungry', 'Sleepy']",24.627108387096776,0.1034296129032258,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0
498,indica,4.4,"['Euphoric', 'Happy', 'Relaxed', 'Sleepy', 'Focused']",18.0,0.35,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
799,indica,4.8,"['Relaxed', 'Happy', 'Uplifted', 'Focused', 'Creative']",31.088491999999995,0.298561,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0
971,indica,4.4,"['Relaxed', 'Sleepy', 'Happy', 'Uplifted', 'Euphoric']",32.164068,4.74,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
447,indica,4.4,"['Sleepy', 'Relaxed', 'Creative', 'Hungry', 'Happy']",13.3044,0.068,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0
844,indica,4.6,"['Relaxed', 'Happy', 'Sleepy', 'Euphoric', 'Uplifted']",54.875699999999995,0.0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
521,indica,3.8,"['Euphoric', 'Hungry', 'Energetic', 'Relaxed', 'Focused']",26.264233055555557,0.17936416666666663,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0
364,indica,4.5,"['Relaxed', 'Euphoric', 'Sleepy', 'Tingly', 'Happy']",39.57098,0.023333333333333334,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0
571,indica,4.2,"['Relaxed', 'Euphoric', 'Happy', 'Sleepy', 'Uplifted']",25.329785777777772,0.10678295555555556,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
755,indica,4.4,"['Happy', 'Euphoric', 'Relaxed', 'Uplifted', 'Talkative']",17.7161,0.67529,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0
883,indica,4.5,"['Euphoric', 'Relaxed', 'Happy', 'Sleepy', 'Uplifted']",22.879331234567896,0.1933971604938271,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
709,indica,4.2,"['Euphoric', 'Happy', 'Talkative', 'Focused', 'Energetic']",35.705133333333336,0.39999999999999997,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
959,indica,4.8,"['Happy', 'Relaxed', 'Sleepy', 'Creative', 'Euphoric']",22.35,0.03,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0
104,indica,4.5,"['Relaxed', 'Sleepy', 'Happy', 'Hungry', 'Euphoric']",20.69156889276316,0.32421677631578943,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0
434,indica,4.2,"['Happy', 'Relaxed', 'Euphoric', 'Tingly', 'Sleepy']",11.3548,0.14,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0
927,indica,5.0,['Relaxed'],24.375363333333336,0.14923333333333336,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
