,Type,Rating,Effects,thc_max,cbd_max,high_thc,balanced,high_cbd,Focused,Giggly,Creative,Uplifted,Talkative,Happy,Energetic,Euphoric,Tingly,None,Relaxed,Hungry,Sleepy,Aroused,sativa,indica,hybrid
642,hybrid,4.6,"['Euphoric', 'Uplifted', 'Happy', 'Sleepy', 'Tingly']",15.926214000000002,0.1166464,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1
166,hybrid,4.6,"['Relaxed', 'Happy', 'Uplifted', 'Euphoric', 'Focused']",14.692786666666668,0.11756208333333334,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
990,hybrid,4.2,"['Happy', 'Euphoric', 'Relaxed', 'Uplifted', 'Energetic']",24.99609833333334,0.6896604861111114,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1
693,hybrid,4.3,"['Euphoric', 'Energetic', 'Giggly', 'Happy', 'Creative']",21.74798020833333,0.1955960208333333,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1
158,hybrid,4.3,"['Uplifted', 'Euphoric', 'Relaxed', 'Happy', 'Energetic']",25.086466666666666,0.28436666666666666,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1
1051,hybrid,4.2,"['Relaxed', 'Happy', 'Euphoric', 'Uplifted', 'Sleepy']",23.402481666666667,0.14036222222222222,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
1063,hybrid,4.4,"['Focused', 'Uplifted', 'Euphoric', 'Happy', 'Energetic']",34.226935,0.104505,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1
1251,hybrid,4.3,"['Happy', 'Giggly', 'Relaxed', 'Hungry', 'Uplifted']",39.45033196428572,0.2417680357142858,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
1248,hybrid,4.8,"['Relaxed', 'Uplifted', 'Happy', 'Focused', 'Euphoric']",27.085621219512195,0.27578073170731715,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
44,hybrid,4.5,"['Relaxed', 'Happy', 'Euphoric', 'Uplifted', 'Creative']",23.574819086538472,0.2980196586538462,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1
707,hybrid,4.4,"['Relaxed', 'Happy', 'Focused', 'Uplifted', 'Energetic']",16.146733333333334,0.33828833333333336,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
754,hybrid,4.0,"['Creative', 'Uplifted', 'Energetic', 'Euphoric', 'Happy']",34.49013,0.31066428571428567,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
877,hybrid,4.5,"['Happy', 'Uplifted', 'Energetic', 'Relaxed', 'Focused']",31.206467638888896,0.23122723611111112,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
130,hybrid,4.3,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Energetic']",19.969679404761912,0.4475676190476192,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1
519,hybrid,4.4,"['Happy', 'Uplifted', 'Creative', 'Euphoric', 'Hungry']",21.742606428571428,0.16552452380952382,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1
815,hybrid,4.3,"['Happy', 'Euphoric', 'Energetic', 'Relaxed', 'Uplifted']",24.442785714285716,0.20080142857142855,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1
69,hybrid,4.6,"['Relaxed', 'Euphoric', 'Uplifted', 'Happy', 'Tingly']",28.727035882352947,0.30821235294117644,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1
290,hybrid,4.4,"['Happy', 'Euphoric', 'Relaxed', 'Uplifted', 'Focused']",33.43909,0.07,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
572,hybrid,4.4,"['Relaxed', 'Happy', 'Hungry', 'Tingly', 'Uplifted']",39.829043076923085,0.21530273846153836,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1
393,hybrid,4.2,"['Hungry', 'Euphoric', 'Uplifted', 'Giggly', 'Relaxed']",16.5967,0.1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1
599,hybrid,4.4,"['Happy', 'Euphoric', 'Relaxed', 'Energetic', 'Uplifted']",28.09979024210526,0.46099874736842117,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1
765,hybrid,4.9,"['Relaxed', 'Euphoric', 'Happy', 'Focused', 'Giggly']",31.194298170731706,1.2818157926829268,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
333,hybrid,4.4,"['Energetic', 'Creative', 'Happy', 'Focused', 'Uplifted']",25.014807464788735,0.2436947887323944,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
744,hybrid,4.0,"['Relaxed', 'Happy', 'Uplifted', 'Euphoric', 'Hungry']",22.54982307692308,0.10692307692307695,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1
1173,hybrid,4.5,"['Talkative', 'Uplifted', 'Energetic', 'Euphoric', 'Happy']",26.43312954545455,1.6938918181818183,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1
661,hybrid,4.5,"['Relaxed', 'Happy', 'Creative', 'Uplifted', 'Euphoric']",29.75201827586207,0.2772368965517242,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1
656,hybrid,4.4,"['Relaxed', 'Happy', 'Euphoric', 'Hungry', 'Tingly']",33.16602061224489,0.7092979591836733,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1
331,hybrid,4.3,"['Relaxed', 'Happy', 'Uplifted', 'Hungry', 'Giggly']",30.124217333333334,3.192476133333334,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
385,hybrid,4.5,"['Relaxed', 'Happy', 'Euphoric', 'Uplifted', 'Creative']",28.71960321739129,0.25752355217391304,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1
1235,hybrid,4.4,"['Relaxed', 'Creative', 'Tingly', 'Euphoric', 'Focused']",6.2646725,22.89186,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1
1244,hybrid,4.4,"['Happy', 'Relaxed', 'Uplifted', 'Focused', 'Sleepy']",16.15461,0.24477666666666667,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
878,hybrid,4.5,"['Relaxed', 'Happy', 'Euphoric', 'Creative', 'Focused']",14.028579999999998,0.026310000000000004,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
692,hybrid,4.1,"['Relaxed', 'Creative', 'Euphoric', 'Tingly', 'Focused']",21.502777543859658,0.158800701754386,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1
495,hybrid,4.8,"['Relaxed', 'Happy', 'Euphoric', 'Uplifted', 'Sleepy']",28.882888888888893,0.2626555555555556,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
1027,hybrid,4.5,"['Relaxed', 'Happy', 'Euphoric', 'Uplifted', 'Creative']",29.497128831168826,0.31288049350649355,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1
199,hybrid,4.6,"['Happy', 'Uplifted', 'Euphoric', 'Relaxed', 'Giggly']",43.13404318181818,1.2580672727272728,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
213,hybrid,4.6,"['Euphoric', 'Relaxed', 'Happy', 'Uplifted', 'Energetic']",28.699838267716522,0.584711748031496,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1
305,hybrid,4.4,"['Euphoric', 'Uplifted', 'Happy', 'Energetic', 'Relaxed']",18.94677665363129,0.25695560614525126,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1
666,hybrid,4.0,"['Relaxed', 'Sleepy', 'Creative', 'Giggly', 'Hungry']",9.449752,0.35100000000000003,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1
452,hybrid,4.4,"['Happy', 'Relaxed', 'Uplifted', 'Euphoric', 'Giggly']",24.685364713881004,0.4187041189801698,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
15,hybrid,4.2,"['Happy', 'Relaxed', 'Uplifted', 'Euphoric', 'Energetic']",26.5630488209571,0.31178346287128783,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1
179,hybrid,4.9,"['Relaxed', 'Focused', 'Happy', 'Uplifted', 'Creative']",20.722826666666666,0.2119783333333333,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1
970,hybrid,4.7,"['Uplifted', 'Euphoric', 'Happy', 'Relaxed', 'Talkative']",10.3276525,0.052500000000000005,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1
1155,hybrid,4.6,"['Euphoric', 'Creative', 'Giggly', 'Happy', 'Relaxed']",24.7159,0.0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
940,hybrid,4.8,"['Happy', 'Relaxed', 'Euphoric', 'Hungry', 'Tingly']",25.18803576923077,0.22994615384615377,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1
670,hybrid,4.3,"['Relaxed', 'Happy', 'Uplifted', 'Euphoric', 'Sleepy']",25.734988906249992,0.27614110937499997,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
658,hybrid,4.5,"['Relaxed', 'Happy', 'Euphoric', 'Sleepy', 'Hungry']",24.143924871794873,0.17232820512820515,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1
660,hybrid,4.7,"['Hungry', 'Relaxed', 'Happy', 'Creative', 'Talkative']",23.42,0.07500000000000001,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1
269,hybrid,4.3,"['Relaxed', 'Happy', 'Euphoric', 'Uplifted', 'Creative']",30.306696807754452,0.26539406785137326,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1
1193,hybrid,4.6,"['Euphoric', 'Happy', 'Uplifted', 'Relaxed', 'Tingly']",23.378788749999995,0.343901875,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1
92,hybrid,4.3,"['Happy', 'Relaxed', 'Uplifted', 'Euphoric', 'Sleepy']",18.118166666666667,0.028333333333333335,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
91,hybrid,4.2,"['Relaxed', 'Happy', 'Euphoric', 'Tingly', 'Sleepy']",20.553895918367346,0.21564632653061214,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1
153,hybrid,4.5,"['Uplifted', 'Happy', 'Relaxed', 'Euphoric', 'Creative']",28.648854507042245,0.28411647887323943,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1
309,hybrid,4.2,"['Relaxed', 'Happy', 'Euphoric', 'Tingly', 'Uplifted']",13.256829999999999,2.805,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1
435,hybrid,4.2,"['Happy', 'Uplifted', 'Relaxed', 'Creative', 'Focused']",28.620009677419354,0.2045487096774193,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1
1146,hybrid,4.3,"['Happy', 'Uplifted', 'Relaxed', 'Euphoric', 'Creative']",16.152293333333333,0.15969666666666668,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1
142,hybrid,4.4,"['Uplifted', 'Happy', 'Relaxed', 'Creative', 'Euphoric']",22.54,0.04,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1
22,hybrid,3.7,"['Euphoric', 'Relaxed', 'Uplifted', 'Happy', 'Creative']",16.233109666666664,0.12251333333333334,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1
399,hybrid,4.4,"['Happy', 'Relaxed', 'Tingly', 'Talkative', 'Euphoric']",20.88605128205128,0.09756051282051283,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1
1060,hybrid,4.4,"['Happy', 'Euphoric', 'Creative', 'Tingly', 'Uplifted']",43.414585,0.21125000000000002,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1
1067,hybrid,4.6,"['Talkative', 'Energetic', 'Happy', 'Relaxed', 'Focused']",26.216579999999997,0.10169611111111111,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1
644,hybrid,4.5,"['Relaxed', 'Sleepy', 'Happy', 'Focused', 'Uplifted']",29.10945790243901,0.2940152146341463,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
400,hybrid,4.9,"['Uplifted', 'Euphoric', 'Talkative', 'Relaxed', 'Creative']",22.67722833333333,0.13773857142857143,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1
1172,hybrid,4.4,"['Happy', 'Relaxed', 'Euphoric', 'Uplifted', 'Energetic']",25.843075282167035,0.6526518284424375,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1
1156,hybrid,4.3,"['Sleepy', 'Relaxed', 'Hungry', 'Uplifted', 'Happy']",20.099600000000002,0.024,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1
326,hybrid,4.4,"['Relaxed', 'Uplifted', 'Euphoric', 'Happy', 'Tingly']",32.742225,0.36250000000000004,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1
804,hybrid,4.2,"['Euphoric', 'Energetic', 'Creative', 'Relaxed', 'Happy']",47.31668538461539,0.43905384615384613,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1
787,hybrid,4.0,"['Uplifted', 'Creative', 'Energetic', 'Euphoric', 'Focused']",23.904149375,0.5411474375,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
169,hybrid,4.7,"['Euphoric', 'Relaxed', 'Happy', 'Giggly', 'Creative']",14.983609999999999,0.05408166666666667,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
801,hybrid,4.5,"['Happy', 'Relaxed', 'Uplifted', 'Hungry', 'Euphoric']",33.24738969072165,0.3619360824742267,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1
887,hybrid,4.1,"['Happy', 'Uplifted', 'Euphoric', 'Relaxed', 'Creative']",51.963214444444446,4.2780322222222225,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1
1272,hybrid,4.7,"['Relaxed', 'Happy', 'Euphoric', 'Talkative', 'Uplifted']",26.170809593495942,0.1547382081300812,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1
160,hybrid,4.7,"['Relaxed', 'Talkative', 'Creative', 'Euphoric', 'Focused']",32.16578434782608,0.1997508695652174,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
56,hybrid,4.4,"['Uplifted', 'Euphoric', 'Relaxed', 'Creative', 'Focused']",26.48949090909091,0.0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1055,hybrid,4.5,"['Happy', 'Creative', 'Focused', 'Uplifted', 'Energetic']",21.759748181818182,0.06516272727272727,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
687,hybrid,4.5,"['Energetic', 'Happy', 'Focused', 'Euphoric', 'Creative']",22.6849,0.0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1
391,hybrid,4.3,"['Happy', 'Uplifted', 'Euphoric', 'Relaxed', 'Energetic']",19.46003333333333,0.19316666666666665,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1
1264,hybrid,4.2,"['Relaxed', 'Euphoric', 'Uplifted', 'Creative', 'Happy']",22.41884511627907,0.19574488372093024,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1
856,hybrid,4.5,"['Relaxed', 'Happy', 'Hungry', 'Euphoric', 'Uplifted']",24.724423451776676,0.18201579949238572,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1
577,hybrid,4.2,"['Happy', 'Relaxed', 'Talkative', 'Uplifted', 'Euphoric']",23.261372853333338,0.9018398,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1
520,hybrid,4.6,"['Euphoric', 'Relaxed', 'Aroused', 'Happy', 'Uplifted']",22.68783034482759,0.12229931034482759,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
265,hybrid,4.3,"['Happy', 'Relaxed', 'Uplifted', 'Creative', 'Euphoric']",30.556212937499996,0.2118495208333333,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1
565,hybrid,3.8,"['Focused', 'Happy', 'Relaxed', 'Sleepy', 'Euphoric']",32.37152173913043,0.16978260869565212,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
645,hybrid,4.2,"['Happy', 'Focused', 'Giggly', 'Relaxed', 'Uplifted']",14.47191,0.15577000000000002,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
401,hybrid,4.3,"['Relaxed', 'Happy', 'Euphoric', 'Uplifted', 'Focused']",27.454094999383432,0.5915289522047459,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
950,hybrid,4.4,"['Uplifted', 'Energetic', 'Happy', 'Euphoric', 'Creative']",31.410668684210524,0.13336842105263158,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
20,hybrid,4.4,"['Creative', 'Happy', 'Euphoric', 'Energetic', 'Uplifted']",16.885166666666667,0.15833333333333333,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
54,hybrid,5.0,"['Uplifted', 'Creative', 'Energetic', 'Aroused', 'Euphoric']",41.6869025,0.15143,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1
864,hybrid,4.2,"['Happy', 'Uplifted', 'Euphoric', 'Giggly', 'Relaxed']",29.181916657534245,0.4647551267123284,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
841,hybrid,4.4,"['Relaxed', 'Euphoric', 'Happy', 'Focused', 'Uplifted']",23.81109790123457,0.3373607901234572,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
1281,hybrid,4.6,"['Happy', 'Relaxed', 'Euphoric', 'Uplifted', 'Energetic']",22.2108975,0.33999999999999997,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1
1021,hybrid,4.6,"['Relaxed', 'Happy', 'Sleepy', 'Euphoric', 'Uplifted']",26.06675175675676,0.26762027027027024,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
170,hybrid,4.3,"['Relaxed', 'Happy', 'Euphoric', 'Hungry', 'Uplifted']",24.03663832544379,0.2730210059171599,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1
846,hybrid,4.7,"['Uplifted', 'Happy', 'Giggly', 'Relaxed', 'Focused']",30.07089146341465,0.14302113821138202,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
602,hybrid,4.1,"['Happy', 'Energetic', 'Giggly', 'Euphoric', 'Relaxed']",31.484030833333325,0.14583333333333334,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1
382,hybrid,4.4,"['Happy', 'Uplifted', 'Relaxed', 'Energetic', 'Euphoric']",20.57464416666667,0.06410525,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1
370,hybrid,4.7,"['Talkative', 'Relaxed', 'Happy', 'Energetic', 'Giggly']",21.57697736842105,0.2005847368421053,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1
728,hybrid,4.2,"['Euphoric', 'Happy', 'Hungry', 'Uplifted', 'Focused']",22.733212500000004,0.32827500000000004,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1
185,hybrid,4.3,"['Happy', 'Relaxed', 'Uplifted', 'Euphoric', 'Tingly']",26.817556492537296,2.00522171641791,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1
533,hybrid,4.2,"['Relaxed', 'Uplifted', 'Happy', 'Euphoric', 'Sleepy']",25.793243928571428,0.20925464285714288,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
809,hybrid,4.2,"['Creative', 'Energetic', 'Happy', 'Euphoric', 'Relaxed']",30.543328000000006,0.9028055666666666,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1
1142,hybrid,4.7,"['Relaxed', 'Happy', 'Euphoric', 'Uplifted', 'Giggly']",25.158615,1.75497,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
1200,hybrid,4.5,"['Happy', 'Uplifted', 'Relaxed', 'Euphoric', 'Sleepy']",20.13,0.59,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
68,hybrid,3.6,"['Happy', 'Relaxed', 'Focused', 'Energetic', 'Tingly']",26.484038,0.3918391800000001,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
340,hybrid,4.5,"['Happy', 'Relaxed', 'Creative', 'Hungry', 'Aroused']",22.484272727272725,0.47210000000000013,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1
1052,hybrid,4.7,"['Relaxed', 'Happy', 'Euphoric', 'Uplifted', 'Focused']",22.29889100000001,0.12882500000000002,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
509,hybrid,4.4,"['Happy', 'Relaxed', 'Uplifted', 'Euphoric', 'Hungry']",25.067412456140353,0.3664072456140351,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1
327,hybrid,4.6,"['Happy', 'Uplifted', 'Talkative', 'Relaxed', 'Creative']",28.63472684210526,0.17962719298245614,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1
1203,hybrid,4.3,"['Happy', 'Energetic', 'Creative', 'Focused', 'Uplifted']",75.6,0.6,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
285,hybrid,4.2,"['Euphoric', 'Relaxed', 'Happy', 'Uplifted', 'Hungry']",24.07625602185789,0.31220693989070714,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1
156,hybrid,4.4,"['Relaxed', 'Happy', 'Euphoric', 'Sleepy', 'Uplifted']",25.097837857142856,0.22626428571428572,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
721,hybrid,4.3,"['Euphoric', 'Creative', 'Energetic', 'Uplifted', 'Focused']",31.541619500000003,0.3486389999999999,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
183,hybrid,4.9,"['Energetic', 'Relaxed', 'Euphoric', 'Happy', 'Sleepy']",22.905803333333335,0.12923333333333334,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1
1207,hybrid,4.6,"['Happy', 'Euphoric', 'Relaxed', 'Sleepy', 'Creative']",25.252827272727277,0.8236681818181819,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1
145,hybrid,4.7,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Creative']",24.72820445783132,0.21428645783132536,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1
647,hybrid,4.0,['None'],18.00562,0.25866666666666666,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1042,hybrid,4.1,"['Happy', 'Euphoric', 'Uplifted', 'Focused', 'Creative']",30.320682676056332,0.218169014084507,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
1040,hybrid,4.3,"['Relaxed', 'Euphoric', 'Hungry', 'Happy', 'Talkative']",20.515239375,0.93752,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1
349,hybrid,4.4,"['Happy', 'Relaxed', 'Euphoric', 'Uplifted', 'Creative']",25.545625806451625,0.37428370967741903,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1
34,hybrid,4.2,"['Happy', 'Uplifted', 'Relaxed', 'Energetic', 'Euphoric']",24.97151871880195,0.3654024725457573,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1
502,hybrid,4.3,"['Happy', 'Uplifted', 'Talkative', 'Hungry', 'Energetic']",17.329266666666665,0.3166666666666667,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1
506,hybrid,3.9,"['Relaxed', 'Happy', 'Giggly', 'Sleepy', 'Euphoric']",26.473713333333347,0.5079211702127662,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
455,hybrid,4.8,"['Happy', 'Relaxed', 'Euphoric', 'Energetic', 'Uplifted']",17.306775,0.19294,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1
444,hybrid,4.4,"['Euphoric', 'Hungry', 'Relaxed', 'Sleepy', 'Happy']",21.723333333333333,0.05333333333333334,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1
178,hybrid,4.4,"['Happy', 'Uplifted', 'Energetic', 'Focused', 'Relaxed']",14.445554999999999,0.01,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
1094,hybrid,4.6,"['Euphoric', 'Happy', 'Focused', 'Tingly', 'Energetic']",20.0409,0.14,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
221,hybrid,3.8,"['Happy', 'Focused', 'Aroused', 'Talkative', 'Uplifted']",5.083051333333334,9.066356,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1
655,indica,4.3,"['Relaxed', 'Happy', 'Euphoric', 'Creative', 'Giggly']",23.123174133333332,1.2653318533333333,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
908,indica,4.4,"['Relaxed', 'Euphoric', 'Uplifted', 'Sleepy', 'Happy']",19.692456875,0.655716875,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
98,indica,3.9,"['Relaxed', 'Euphoric', 'Sleepy', 'Happy', 'Tingly']",22.698858695652174,0.3845019043478262,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0
657,indica,4.3,"['Relaxed', 'Sleepy', 'Happy', 'Uplifted', 'Creative']",17.825335000000003,0.272800625,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0
292,indica,4.2,"['Relaxed', 'Sleepy', 'Happy', 'Euphoric', 'Hungry']",26.272243712643686,0.4105500957854404,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0
237,indica,5.0,"['Uplifted', 'Creative', 'Energetic', 'Giggly', 'Happy']",38.327035,0.10509600000000001,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0
1024,indica,4.3,"['Relaxed', 'Sleepy', 'Happy', 'Uplifted', 'Hungry']",21.58905226666667,0.17781784666666656,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0
